dataset_name,label,source_type,trial_id,payload_name,payload_class,protocol_variant,prompt_name,prompt_family,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,artifact_count_total,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,contains_markdown_emphasis,contains_separator_line,notes,representation_name,segment_index,fraction_rank_le_16,fraction_rank_le_64
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,recipe_long_specific,recipe,171,798,5,0.1779448621553884,0.031328320802005,0.0,0.7869674185463659,0.7485380116959064,0.2514619883040936,-3.366503961799593,-3.114136026589033,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,recipe_forum_exchange_specific,recipe_forum_exchange,171,656,12,0.1875,0.0716463414634146,0.0137195121951219,0.7271341463414634,0.7543859649122807,0.2456140350877192,-3.6115051696817,-3.306538249314212,4.140350877192983,7.0,2,False,False,False,False,False,False,True,True,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__recipe_blog,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,recipe_blog,recipe,171,565,21,0.2548672566371681,0.0849557522123893,0.0407079646017699,0.6194690265486725,0.543859649122807,0.4561403508771929,-3.1864418691271954,-3.149142876645236,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,grocery_planning_note_specific,grocery_planning,171,791,4,0.1858407079646017,0.0290771175726927,0.0,0.7838179519595448,0.672514619883041,0.327485380116959,-3.2290508086451264,-3.04571283904907,4.140350877192983,7.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b8__paper_sha256_hex_000__ascii_bytes_fixed_radix__b8__plant_care_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b8,plant_care_note_specific,plant_care,171,748,8,0.1791443850267379,0.0454545454545454,0.0026737967914438,0.7687165775401069,0.7894736842105263,0.2105263157894736,-3.2687964122776423,-3.2520150539713093,4.140350877192983,7.0,1,False,False,False,False,False,False,True,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_long_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,recipe_long_specific,recipe,128,596,6,0.1895973154362416,0.0302013422818791,0.0,0.7785234899328859,0.765625,0.234375,-3.8411064263680266,-3.459824964040422,5.015625,8.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_forum_exchange_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,recipe_forum_exchange_specific,recipe_forum_exchange,128,482,6,0.1742738589211618,0.0726141078838174,0.0228215767634854,0.7302904564315352,0.8125,0.1875,-3.741693169010911,-3.6119837137455946,5.015625,8.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__recipe_blog,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,recipe_blog,recipe,128,572,3,0.1888111888111888,0.0227272727272727,0.0,0.7867132867132867,0.6953125,0.3046875,-3.732531089834527,-3.4393625926692897,5.015625,8.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__grocery_planning_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,grocery_planning_note_specific,grocery_planning,128,579,9,0.1709844559585492,0.0604490500863557,0.0,0.7651122625215889,0.7421875,0.2578125,-3.840480718058514,-3.429032124510152,5.015625,8.0,0,False,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
detector_full_message,1,nonseg_rankcloak,nonseg_ascii_b16__paper_sha256_hex_000__ascii_bytes_fixed_radix__b16__plant_care_note_specific,paper_sha256_hex_000,sha256_hex,nonseg_ascii_b16,plant_care_note_specific,plant_care,128,610,8,0.1770491803278688,0.0295081967213114,0.0,0.7934426229508197,0.7421875,0.2578125,-3.74964606464544,-3.424117717117996,5.015625,8.0,1,True,False,False,False,False,False,False,False,non-segmented exact-copy RankCloak cover,ascii_bytes_fixed_radix,,1.0,1.0
